NodeName,Score
PHKG1,56
ZNF239,412
RAD1,55
NEIL1,575.5
FKBP6,337
NACAD,1054.714286
FANCM,1257.5
CHRD,1073.5
MAPK4,303.3636364
FABP7,582.5
PIAS4,1374.75
MAFB,445.5
MRPS23,222
RAB40A,95.83333333
HTR1A,515
OR4M1,804
UGT2B11,2858.5
PUS7,2024.666667
PSMD14,2409.5
PLCXD3,1431.5
BYSL,1086
TMEM229A,164.6666667
RPH3A,415.3636364
TOP2A,1022.857143
COL3A1,1318.333333
EMX2,158
COMP,619.75
B3GALT1,122.5
CYTH3,1847.4
BAIAP2L2,1657
GRP,2548
ETFA,205
ADH1C,910.3333333
LPAR2,57
KRT33B,515
WEE2,812.5
TRIM36,2163.875
ATP2B4,954.2
SYT5,1874.6
CTNNA1,1280.571429
ABCC6,1151.625
CNTNAP1,599.3
SLC9C1,1558.636364
WNT5A,115
KCND3,1049.909091
UBA6,597.6
USP34,847.75
C1orf54,141.5
SERPINA7,935.625
ATP6V1H,2231.333333
SLC12A6,1437.5
DECR2,1787.5
SCT,34
STK32A,1128.5
TFAP2B,775.2857143
UBTD1,218
UPF1,2239.6
SLC23A1,319.6666667
RUNDC3A,1308
CLUH,1520.3
INSR,1312.846154
RALA,1751.333333
MOB4,2485
CPA5,185
LRTOMT,193.75
PDIA3,1072.333333
MYO1B,560.8
SRPK2,2359.428571
AREL1,1723.25
RRP8,196
PI4KB,1621.4
DENND5A,1095.25
ARNTL2,2679.5
SOX1,157
ITIH1,476.625
ELMOD2,159.5
EGFL7,89.5
SRP19,35
BFSP1,1030.857143
TAX1BP1,683.3333333
NDUFAF2,118
GTF2I,385.25
DIDO1,1043.611111
MCM2,1066
USP11,1126
IFT88,640.5555556
SLITRK3,1064.818182
FUT4,102.5
FNBP1L,1298.714286
TTBK2,936.2857143
RRP1B,742.4
LTV1,469.75
UBE2B,1206.666667
EIF3K,1512.5
ADAMTSL1,579.5
C14orf119,222
ACADS,104
CNTNAP5,888.8
PLA2G2A,2526
ILK,1128.8
ATP6V1E2,906.6666667
TMEM204,1641.666667
LAMC3,1568.111111
SELL,1313.25
CITED2,980.75
ZDHHC22,2762
RPS16,56
PEBP4,3508.5
LTA4H,1371.8
ZWINT,241.6
MDH2,1878.666667
TLR2,540.5
ANKRD10,1845
PBX4,1404.25
STUB1,1885
NOTCH2,728.8333333
TENM2,782.4166667
MICU3,63
MAFF,105.3333333
SYNGR1,155
EXOC6,1202.444444
DDX6,324.25
EIF4G2,931.5
NIPA2,1788
DRAXIN,29
IFI16,715.8461538
SCUBE1,1439.571429
ZIC1,196.3333333
UBD,87
VARS2,1868.8
HCN3,539.2857143
SCNN1B,1388.4
GRK6,459.25
NUP62,936.5
TBC1D4,557.9333333
TSPAN17,605.6666667
TMBIM6,1894.166667
TMEM212,1866.333333
HNRNPD,112.5
FRMPD3,392.8333333
SH3D19,1436.4
EPHB6,551.3
TSPAN3,67
NSUN6,2085
FST,282
GBX2,159.5
NR1D1,216.8
MAT2A,746.875
ACSL4,1258.2
SCGB1A1,166
FUT6,291.5
KDM2B,809.125
WASL,1590
NPM1,63
C3orf62,580.5
RABL6,896.5
STX6,946.8571429
NCDN,846
CNTRL,1026
HEATR5A,1517.25
METTL18,1385.75
ERGIC3,690.6666667
GRM8,397.3333333
PHIP,920.3333333
FYCO1,1120.4
HSPE1,3180.5
ASF1B,380.6666667
SYN2,1386.833333
MKNK1,1210.8
MATN1,114
PPP6R1,124.75
PHF23,3226.666667
RADIL,2705
PRKG2,681.4615385
CEL,1342.8
EPS15,705
PAPSS2,1205.4
MBNL1,127
FOXD1,68
ANXA5,897
RSAD2,515.75
MOSPD3,1596
ITSN1,1462
DENND6B,4759
LURAP1L,3435
EMILIN1,1592.25
TRMT1L,866.75
TROAP,128.7142857
CHGB,808.25
MMP24,2484
NUSAP1,641
FSTL4,897.8333333
CDH26,1187.266667
ATN1,1303.444444
TFDP1,1187.142857
HGFAC,1754.8
SESN1,166
CASP14,2734
IFFO2,71
STAT4,834.2307692
CD36,2025.833333
PPIAL4G,2090
RNF19B,59.66666667
TFB2M,127.5
FCHSD1,1943.111111
GBP4,491.1
PHF6,1487.5
B3GNTL1,872.6
COQ10A,3124
IGF2R,781.3333333
CNIH1,2697
OLFML2B,1204.909091
LGR5,564.5454545
SCAMP1,116
PSD3,2335
PRC1,1418.4
CCL2,534
MICAL1,2778.666667
RANBP3,421.2
ASB5,131.6666667
COL9A2,919.75
LPIN2,1265.9
CR1,615.5416667
CSDC2,82
WSCD2,320.75
TPSAB1,137
SFTPA2,420
SRP9,42.5
DTHD1,227.5
WNT8B,733
OLIG1,201
SEC22B,358.5
SSH3,881.1111111
PLAC9,190
DEFA4,139
USP30,853
DBP,114
TAC1,2754.5
ACSF3,610
SEMA4B,2268.4
YARS2,281.75
TOLLIP,51
NTRK1,999.8333333
DPH3,2773
GALK2,2228.666667
PNN,857
GRIK3,1278.142857
CPAMD8,507.6111111
SLC25A15,411.6666667
KHDRBS3,347.3333333
DMXL2,1063.391304
ZFHX2,212.8333333
HOXB3,1668.5
SLC2A8,3435
UROD,3124
CYTH2,1211
MX1,1330.428571
RCSD1,252.5
SYT11,923
NKPD1,170
PSMC3,1172.2
PLEKHG7,1260
PPT1,1595
CBLN1,303
NME6,161.5
CD3G,156.3333333
POU6F2,1445.714286
SLFN13,430.3333333
DLAT,1080.333333
LOXL2,1187.375
HS3ST4,243.6666667
GNB1L,1659
MYO9B,1150
ITGB4,264.1428571
MXRA8,55
USP37,2310.714286
ZFYVE26,398.75
CTSC,56
DNAJC7,1418.75
MAPK10,1966
NR3C2,1049.111111
FLT3LG,1541.666667
DGKI,816
TNFAIP2,2148.666667
TYK2,966.2857143
GLIPR1,1797.333333
ATP1A2,1157.5
SPOP,362.7142857
STC1,1483.4
STAT5A,407.2
CLC,2397.25
PRCP,58
KRT2,258.5714286
BTBD2,760
RRAGD,81
AMN1,598.5
SLC8A3,686.2
USP10,1972.666667
WIPI1,2543
GSX2,1380.666667
CEP112,1129.666667
ASNS,1531.857143
SNRNP40,972.5
RORB,1201.666667
CD8A,1538
SUPT6H,1426.285714
CENPU,82
GLUD1,2356.666667
TBC1D2,1304.4
LEPR,1373.625
CSGALNACT1,1203.333333
TKTL2,2128.666667
UAP1,2099.6
TOMM40L,899.5
ADCY7,777.4
RNF135,2072.25
CACNB2,1161.916667
BBS1,727
LCA5,1450
RHCG,895.6
RASSF7,1211.333333
GNE,1670.5
SORCS2,980.8333333
CPED1,774.5882353
CCT8,890.7142857
KCNT2,937.7647059
AIP,960.2
EIF2AK2,2191.25
CLTC,1190.8
COMMD6,98.66666667
HS3ST6,104
FBXL6,642.8
TSPAN5,382.6666667
STK16,3508.5
NOVA1,1812.333333
MTMR9,1162
MYLIP,201.6666667
ATAD1,1790.2
TOM1,214.8333333
RGS3,270.875
SEMA4A,135.2
TCN2,133.6666667
CBLN4,154.75
RAB40AL,816
DDX19B,1014.333333
DHRS7,703
LSP1,1220.333333
ACSL3,1970
CSN1S1,141
PDP1,1129.571429
EEF1A2,1782.8
RAB39A,35
C1QBP,72.5
KRT73,1019.666667
HPR,247
IL19,560.6666667
TLR5,1198.444444
TUBA3E,2170.571429
DNAH10,744.1724138
RND1,606.3333333
SGPP1,360.5
TWF1,1863.25
FOXM1,1285.444444
KANK2,467
MVK,2207.5
PUS1,1087.8
CCNE2,624.8333333
ANKIB1,1254
HEY2,1860.8
SEZ6L,1772.714286
WBP4,1636.25
SLC15A3,1653.666667
FBXO4,2599.6
FDXR,191.5
RBM34,508.6
CSF3R,1479.333333
PSMD12,697.2
ZBTB33,2286.666667
CSNK2A1,739.6666667
IGFBP6,154
SERPINF1,2953.666667
TNR,828.5714286
TMEM119,300
USP38,506
WNT10B,457
GCNT2,1462.142857
MYEF2,1528.333333
QPRT,102
ATP1A1,1925
FAM90A1,126.5
S100A2,788.5
PLK2,1425.727273
METAP2,1354.857143
SLC38A3,1293.666667
ITGA2B,1606.666667
PLEKHA8,2388.8
MEP1B,1441
C18orf25,633.6666667
CLCNKA,1503.166667
TMEM222,1595
FZD4,439.3333333
PLP1,1066
GEMIN4,1682.166667
HPS6,459.6
DHX15,2212.5
UGT2A3,539.6666667
CYP8B1,1336.5
ILF3,857.3
CTDSPL,651
CADM1,991.6666667
LSAMP,3074
SGCE,1173.833333
CDH12,1027.578947
ANXA7,3058
DUSP7,541
PER1,1398.222222
SNRPD1,5297
STAT1,2495.833333
HSPA2,943
CYP4V2,2985.5
ECHDC3,456
EPHB3,1285.8
CAMK2G,273.25
TIAL1,1157.8
AKAP13,960
ESRP1,754.7777778
FSTL5,1175.909091
PAEP,1354.333333
TM9SF2,1251.8
CAPZA2,1794
MRPS9,236.6666667
TACR1,2067
XIRP2,744.1944444
ZW10,83
TSR1,2311.857143
TAS2R16,1228.2
GANAB,997.3
IL17RA,214.5
TMEM19,676.75
WDR43,1014
ATG16L1,287
FGB,55
CXCL2,5297
KIF5A,96.33333333
ZNF574,719.5
TBC1D10B,729.6666667
CYP27A1,105.8
BPIFA1,217
UNC5C,1201
AQP8,1444
SMC5,1048
VAV2,1316.9
TAF4B,704.1111111
POTEM,422.625
METTL2B,1417.875
VWA1,37
DDTL,1308
IQCE,1852
CA14,963.6
CACNA2D3,740.0833333
GAD2,116.5
ALDH3B2,273.8
NFAM1,2813
DACH1,1311.3
DCAF13,1932.333333
SNRPA,560.4
SPEN,789.4827586
OGG1,1538.857143
ACTN2,827.1333333
ANKRD45,621.3333333
ADH7,127.3333333
YY1,1308
APP,2387.75
MMRN2,1246.75
NLGN4X,846.4705882
RAB36,2529.5
SH3PXD2B,800.6923077
WLS,2008.142857
AGA,4097
ABCD2,656.6666667
NFKBIB,149.3333333
RPL12,1292
FBXO22,1428.666667
TRIM55,1104.3
SLC8B1,410
CXCL9,3435
CSMD1,447.5106383
ATOH8,85
MAMDC4,1089.2
ATP13A2,366.6666667
MIA3,1188.941176
TMF1,1891.375
ATP6V1C1,1265.2
AMH,3435
FOLR3,2497.75
SLC6A3,874.7777778
USP33,1214
ANKRD46,2432
ACVRL1,149.5
OSBPL10,1239
MAP7D3,166.375
RBFOX1,198
LPGAT1,1576.5
CD47,1691.142857
KLF9,134
KIF13B,2067
TMEM244,95
MME,1262.25
SCRT1,115.6666667
SCN2A,818
GOT1,5297
BDP1,620.25
ZNF382,1487.8
TWF2,171
GDI2,2186.666667
SCML2,1174.5
LCMT1,1317.333333
TRHR,385.75
SLC9A1,492.1666667
FIBP,1988.333333
ERP27,5297
UCHL5,2146.8
BROX,1180.555556
TRPC4,887.75
CCL7,5297
CHD5,1089.833333
IGHMBP2,391.2
TMEM87A,402.1666667
SLC22A2,1548.625
NSUN7,3064.2
VPS16,1525.75
RYR2,460.2112676
SCG2,1146
PPM1F,778.2
ATP10D,1566.909091
RIPK2,335.25
MSLN,143
TRIT1,2242.5
DOCK1,1821.916667
STXBP1,1089.428571
ROCK1,1002.454545
IL36RN,1630
TXNDC15,1631.8
CEP78,2397.6
ZCCHC7,1373.75
CD164,224.5
LRP4,716.8
PDIA5,899.4444444
KRT24,669.75
IL25,3486.5
IFNG,972
LIPK,55
PLEKHG2,1314.545455
MAVS,932.6
ASTN2,1174.916667
HOOK1,1279.230769
HAPLN1,1053
PIK3R3,2033.666667
TDRD12,1166
KRTAP4-4,54
ESR2,1715.166667
CERS4,1497
SLC30A10,2548.25
RPS21,42
PPP1R16A,1776
RASGRF2,1744.833333
CCDC152,1308
NOLC1,64.5
SCARF1,190
CDK3,2968.4
PELP1,410.3333333
MTCH1,962.5
DZIP3,1759.666667
CEP170B,1169
HMGCS1,1611
TGIF2LX,603
RAB6B,3435
USP27X,151
NXNL1,4759
HMOX1,114.3333333
PCBP1,441
NNMT,1831
PPP2R5E,5028
HMGXB4,1875
TACR2,474.5
TUBB3,2741
GOPC,441.6666667
CRCP,377.5
BAALC,45.5
SH2D3C,1100.4
LRIF1,572.7777778
MRPS11,636.2
DDX47,1155.75
DNM3,1173.466667
HIPK2,1204.8
EIF3J,61.66666667
CTCF,305.5
CDAN1,2583
KRTAP10-2,1473.5
KSR2,1073.833333
OXSM,1629.333333
SPCS2,5297
GATA4,53
RAB8B,150
DRG2,170.5
RPL22L1,43
SLC4A7,967.4285714
IFNA1,2837
NR0B1,197.6666667
DMP1,1375.25
VPS29,416
PTPN14,1068.4
KRT81,59
TTC3,1628.3
SPATS1,129
PRSS8,188
CLU,867.5
NDNF,1916.166667
SRMS,3435
SCN8A,659.5652174
UEVLD,1794.2
HAX1,663.3333333
COPS2,2113.5
ARHGAP27,528.8333333
PREPL,909.5555556
MYO16,847.2
OSBPL5,852.2857143
SH3BGR,2592.75
PLEKHM1,1037.857143
NEU4,38
ALG11,69
UFC1,1023.75
EHHADH,664.1111111
RIPK4,55.5
GLE1,1475
EPYC,2508.4
TEKT5,852.7857143
CCR9,70
SENP3,319
LAD1,125.5
PPARGC1B,1526.142857
TMEM132A,2144.5
CTNNA3,214.3
NAMPT,798
FGF5,1189.8
AASDHPPT,370.4
IRF8,114.75
UBXN8,760.25
B9D2,50
PLK3,414
OR8D4,193.8
SRGAP3,1159.625
LCLAT1,1308
ALDH7A1,873
BTRC,322.7142857
ITPR1,850.3333333
ZNF530,2877.25
LAMB4,989.6315789
TLR7,1326.307692
NFIL3,2482
BUB1B,834.6
OTUD6B,1595.5
NCF2,1060.666667
GHSR,2617.5
MCIDAS,166
FBXO11,1185.2
PICK1,1440.25
MDM2,707.5
ZBTB10,1148.714286
PCDH7,1535.2
EEA1,939.4375
KIF1C,2003.2
HYDIN,703.7714286
CADPS2,1663.916667
LSG1,1592.714286
OPALIN,1156.333333
MRPS18C,531.5
CX3CR1,286
RGL2,2435
BMP1,1532.666667
SHMT2,694.4444444
SULT1C2,943.5714286
CLNK,825.4285714
RFFL,243
DR1,60.5
TNFSF13B,2858.5
CTRB1,2415
GDPD5,452.75
IL3,2207.5
FARS2,1557.428571
MLEC,538.6666667
EHD3,1835.666667
CPSF2,768.5
BAZ2A,920.125
C19orf54,151.6666667
PLCB3,2379.428571
HTRA3,55
JAK2,577.25
RIC3,332
TSPAN12,226.7142857
IL11,106
CYTIP,614.8
CACNG3,1512
DCAF5,1600.75
MRPS16,65
HERC6,1262.777778
NCBP1,1781.833333
WDR76,1291.833333
KLHL30,983.75
DUS4L,1602
COL21A1,1394.2
PPP2R3A,1290.333333
KIF23,1556.5
SSTR4,649.5555556
HPD,989.2857143
CASKIN1,839.25
TUBA8,1862
ALOX15B,1411
RORC,1010.125
NTHL1,1020.666667
ERCC6,1108
KLK15,116.5
COG2,985.375
AOAH,353.9
COL1A1,914.5833333
CCDC68,650.7142857
CDKN2AIP,83.5
GPKOW,1402.833333
CYB5R2,129
WDR49,790.0909091
TRMT12,455.1666667
POLI,4759
CX3CL1,4759
NXF2,1147.5
SEPHS2,1764.5
ARRDC2,448
ZNF350,1300.6
GADD45A,873
DDHD2,1492.2
ATG5,119.2
NADSYN1,1296.166667
PHGDH,948
TBX1,1720
NANOS3,1602
NR2F1,1081.75
MOB1A,3397.666667
BIRC7,208.6666667
NOL12,1283.4
VIT,371.3333333
TRAF7,789.5714286
MAP3K12,727.2
ST8SIA5,1795
MYH10,1097.777778
ZC3H15,199
PLA2G6,1165.666667
GJA4,469
ZNF783,2785.666667
TIMM17B,230
FBXW4,478.25
RAB43,69.5
PDX1,1657.5
MTFMT,1450
PARP3,1408.4
APBB3,818.7142857
TLR4,408.7647059
LPCAT1,1270
FKBP5,2353.833333
PMP2,1146
ARFGEF2,948.4615385
ALDH3B1,1014.6
SF3B2,1876.8
CEBPZ,79
SEMA4D,602.5
ERAP2,1539.428571
CLDN10,390.4285714
ST13,1448
WIF1,1921.5
PGK2,236.75
BCHE,1112.818182
NR4A2,1557.75
EEFSEC,1837.4
TRPC7,662.7142857
DCP2,185
PRKAR1B,190
CSMD3,449.974359
HOXA7,2140.5
RAD17,1303.25
WTAP,668.1111111
B4GALT2,258
SGTB,1086.333333
HUNK,2155.2
WDR5,535.25
GALNT4,199
ZSWIM6,1486.142857
ICAM5,4759
CAV3,1550.5
RSBN1,1108.5
MFN2,476.3333333
AKT3,101.25
HECW2,831.6
ESRRG,791.4
SETD2,987.2
SERPINF2,53.5
KRT72,777.2
HSPA4,1577.428571
PPA1,1230.8
NFYC,1128.2
LSM4,2813
GNA12,1344
UGT1A5,131.6666667
UBE2J2,265.6666667
COPS5,1465
MAP2K4,120.3928571
OSBPL11,876.25
MICALL1,2225
FAT4,685.3928571
SMARCA2,1738
RGP1,1214.714286
PGLYRP2,71
SLC9B2,2794.75
CASKIN2,974.5
CTBP2,914.6666667
CALML3,227.5
KRT5,1497.75
ALOX5AP,305.75
BRAF,1886.666667
PSMC1,4055
ASRGL1,88
MANBAL,2362.333333
OPCML,151.8888889
IMMP1L,5297
RAX2,130.5
ERAS,217
SLC45A3,956.3333333
CREM,578.8333333
RASGRP3,1497.25
S100A11,609
MICU1,1402.5
NCBP2L,2731.5
FBXO33,705.8571429
RXFP4,834
INHBB,263
DGKA,1804.666667
IRAK3,997.8571429
ARID3B,419.25
CBX7,60
CCL25,83.5
UBE2L6,1646.666667
ADAMTS18,1139.9
ARL6IP4,63
ZFC3H1,1079.8125
AJUBA,440.6666667
GALNT7,836.9166667
SAP30BP,1602
INVS,1744
SH3GL2,951.4
PTCH2,1679.5
TCEAL2,2823
P2RY10,733.875
CFLAR,787
DUSP10,780.8333333
HAUS4,141.5
MMP8,138
ATF1,72.5
SEC24A,1533.4
PFKFB3,552.75
DRG1,423
PRKD2,1787.5
CRISP1,2701
OASL,1898
IER5,1307.5
KLF7,2128.666667
CENPN,2247.666667
DAAM1,1468.090909
CHMP4B,3200.5
ITGAX,826.8421053
POLR3K,47
IQSEC3,1966
B3GAT1,1235.666667
CPD,1934.666667
CHTF18,810.4285714
AXIN2,1112.333333
PLA2G7,1540.75
TRIM37,1753
HOXC5,48
AKR1B1,821
NOL4,1315.571429
SULT2A1,97
RAB8A,697
AK7,2430.6
DSG1,1056.444444
ADIPOQ,105
IGSF5,1842.333333
SEC23B,925
PARVB,826.25
PPM1L,180.3333333
WTIP,2153.333333
RINT1,1239.8
SRSF6,171.5
ERCC6,1108
OSBPL3,1347.25
PAFAH1B2,121
PAM,1501.9
MPST,66
ILF2,692.1111111
SLC4A3,1190.285714
SMYD5,208
FBLL1,186
RAD18,1829.5
ISOC1,1769
LIPM,570.5
HECTD1,533.2941176
PAPSS1,675.5
POLDIP3,224.8
ZIC4,80.66666667
CHEK1,2114.75
PARD6A,1700.333333
SIGLEC1,723.2727273
NHP2,1050.666667
KRT14,2943
LIMK2,1401
SLC35F3,1551.857143
UBE2G2,220.5
CKAP4,1648.5
SRCIN1,731.3333333
CARS2,1517
FBXO32,1355.333333
UNKL,227.3333333
NDUFA3,5297
SMC2,1932.625
ADCY9,1199
GNPTG,598.5
DIXDC1,1914.8
ANG,80
FGD2,1845
GOLGA7B,2683
AQP6,2681.8
LGALS12,2379.6
FLAD1,1158.230769
RNF43,1125.090909
CDH1,164.3009709
TIMP1,87.5
SPI1,2856.25
HOXD4,1595
GGTLC2,189
ORAI2,5297
RAD54B,557.6428571
ODF1,1141.666667
ABCA2,154.5
DQX1,1646
GPR62,948
NDUFA8,74
USP54,291
SBDS,2135.75
TRIM40,92
NUDT7,2775
DHCR24,1646.75
USP45,954.1428571
DNALI1,1834.666667
LMX1A,1322.25
UCHL1,4759
CEND1,2687
MYL2,26
CLTA,56
RELL1,46
CHRM2,946.125
CSTF3,942.4444444
VIL1,1230.615385
HACE1,835.8888889
KRTCAP2,1840.333333
ZNF205,181
ABCB4,926.7857143
FBXL2,134.8333333
LSS,3099.333333
RCBTB2,1943.75
UPB1,474.4
DES,389
UBE2D2,456.2
SPON2,2600
GMPR,1257
UPK3B,1720
MPO,946.5714286
RHOC,2085.2
SHANK1,685.4
TRIM28,562.1111111
ORMDL2,102
HTT,525.2222222
CSNK2A3,97.66666667
ANGPT1,247.625
POU4F1,393
TYW1,1021.833333
LMAN2,1642
PNPLA3,1106.75
DYRK1A,538.8333333
PEX5L,1696.571429
DNAJC1,1333
LHFPL5,3302.5
SLCO1C1,1163.846154
NDUFS5,1069
NLE1,272
UBL4A,80
MST1,490
NUP98,1075.941176
EHMT2,931.8333333
KRTAP19-4,60.5
TRIM9,1094.285714
GPR55,463.75
CREB3L2,138
ZNF462,1120.888889
FLOT2,959.4
LRP1,645.1290323
CHUK,1966
SNTA1,65
SCAF4,854.2142857
SNX2,343.5
GFRA1,2802
CTCFL,1390.545455
NKAPL,427.5
FOXL1,539
GSX1,817.5
TBC1D3H,160
ALAD,111.5
GRTP1,1257.166667
SLC4A2,1145.615385
NPHS1,1701.2
CDC16,1864.75
OLFML3,1004
ONECUT2,801.375
C1RL,1621
LRRC3B,2078.666667
KAT7,1377.75
MYF5,2676.5
UBE2QL1,399.3333333
AGAP3,313.6
LPAR3,2403
STXBP5L,1800.714286
CACNA2D4,635.875
ATAD2B,530.0666667
FOXO4,776.8
ARHGAP23,1297.25
DEPDC5,1224.4
CPSF7,1306.4
ATP8A2,956.7
TTLL10,76
GORASP1,2371.5
PROKR2,2670
MIB1,1550.777778
FASTKD2,1050.6
CTXN2,52
ENAH,812.2
DNAI2,190
CHMP5,1074
TPCN2,1780
NCOA3,1045.428571
KRT83,1226.333333
ASS1,975.75
CABP5,1113.111111
TBRG4,504
PPME1,897
NUDT1,2229.25
FHL3,2165
CD9,111.25
RGL1,1865.5
MYL10,163
TRIM41,1013
APBB1,1795.666667
PEX19,151.6666667
G3BP1,478.1428571
PROM1,1216.8
NUCB2,1453.25
KIR3DL1,1788.25
SORT1,168.3333333
TNNT1,1090
NPPA,146
KIFC2,1593.75
TPM3,781.625
NBEAL1,1034.47619
TACC2,746.8947368
KANSL1,1954.875
FKBP7,155
SOX6,868.1428571
PLCH1,790.1176471
NLGN1,891.6666667
BCL2,202
PPIL4,36
SPAG17,897.0588235
HHATL,2672
ZFP57,2254.5
FBXL20,1277.333333
VAMP8,2678
EPHA4,1718.545455
FMO3,780
NLK,609.6666667
TMPRSS11A,1702
SQSTM1,1783.4
TRPV2,1067.222222
TSPAN31,205
ATP2B3,1015.944444
PRF1,857
HMGCR,1950.285714
PLCB4,916.4210526
PTPN13,1162
LOX,994.4
KPNB1,1192.714286
ST6GAL1,2216.666667
LMNA,615
RAB27B,3435
NOTUM,737.8
CAMKMT,1370.4
CDH13,736.4
CDH23,825.3703704
TMEM115,373.5
MYO5A,1230.6
PDZK1,386.6666667
UBE2M,270
MSX2,69.5
UBASH3A,896.75
NACA2,875
NDUFB10,508
SENP2,3468.333333
RHBDL2,40
SIRPA,712
TFB1M,2739
EFNA5,1486.5
SMARCA4,813.1333333
MYCN,218
C3AR1,210.25
ADAMTS8,1653
TSSC4,490
LGI3,448.6666667
SLC16A9,1410.25
PRMT7,116
NRDE2,429.5
NDUFB2,1429.5
HIVEP3,800.6
KRTAP1-1,46
CELF2,816.5
IL2,105
ACP6,1356.4
KCNJ13,2512.833333
TAS2R38,292.5
TAF2,2893.6
DNAJA3,277.6666667
LIPF,117.6666667
CCNA2,1405
GREB1,865.4375
EIF4E,702
TMEM164,2670.5
MTR,583.4
SLC8A2,998.75
KIF18A,1820.4
DNA2,654.4
EAPP,905.75
LAT,151
ANGPTL2,124
UTP14C,206.5
RPL35,318
ACAP3,164.6666667
STAG2,1083.631579
CTNNA2,298.375
RXFP2,3185.5
GPR162,339.8888889
MPI,928.5
IL12B,2132
NPR3,226.8333333
NDUFV2,1661.25
SYT14,1890.5
SPTLC1,1071.25
AIF1,185
GLRB,1074
USP1,188.4285714
ARF3,1321.666667
FGF7,1125.166667
ZNHIT6,1173.333333
DNAJC17,968.6666667
TTYH1,68
CCT4,1470.25
CWH43,1671.857143
MLH3,1091.2
IAH1,185
LRRC19,1422.25
NTNG2,239.1666667
MGMT,110.3333333
SDAD1,474.5
DNAJB2,2747
UTP3,3786
FUT11,1436.333333
NOSTRIN,3408
RBM27,1017.75
GID4,263
REG1B,357.25
CST4,1735
PINX1,1516.5
VCP,879
PLOD3,141.2
EVL,64.66666667
COL4A2,1178
FLNC,711
GGCT,114.6666667
OSBPL8,1226.444444
S100A7A,163
HNRNPM,2691.6
SFMBT2,1246.222222
PCMT1,1122.75
EPN3,965.5
GEN1,1675.666667
DNAJB4,98.5
NAT10,761.75
BEST1,420.8
TNFRSF1B,2129.5
TPM2,1105.571429
FAIM2,289.8
DNAJC24,2070
BSG,374.5
DTX2,162.5
ZBTB17,2916.5
ARR3,1759.5
CHRM1,1731
SLC9A6,46.83333333
SPRR1A,941.5
CDK6,476
GAL3ST1,1602
MRPL44,3446
RASGRP1,1710.8
MRPL28,94
RECQL,1642.25
SPDL1,1216.75
IARS2,1035.416667
KRT76,450
PORCN,2718.2
HNRNPR,1053.142857
CTSG,943.2
STK25,219.3333333
ATP2B2,912.6923077
BRWD1,785.64
MIOS,405
PGAM4,1911
SACM1L,142.6666667
SIRPB1,773.1111111
S100A8,3435
AHNAK2,529.65625
EIF4ENIF1,1148.5
CLSTN2,653.3333333
NGRN,63
UBASH3B,2557.333333
ARID1A,437.2432432
BMPR1B,1355.333333
GAD1,162.5
GRID1,713
BRINP1,677.8333333
PCDHB15,1641.5
HNRNPH2,857.1428571
RPUSD2,2254.5
SLC47A2,1785.666667
JMJD1C,938.1764706
ITGA4,905.1428571
MNAT1,113.5
RNASE3,1843.333333
NIM1K,1403.75
ZCCHC8,799.5
NPAP1,732
CA4,82
DBH,275.6666667
CD177,777.4285714
ARHGAP18,2007.875
DNAAF1,1165.8
KCNJ3,91.33333333
DSE,1501.272727
POLR2J,194.6666667
FZD5,504
NEUROG2,48
KCND2,925.5
XPO6,813.8888889
PPIL2,1325.888889
PPFIA4,667.8
AMBRA1,714.4166667
CHCHD4,1370.333333
MTOR,705.75
IFT80,1118.142857
OTOS,603.6666667
ZNF41,920.5
SMCP,3033.5
KLK1,2171.25
ASCC3,1091
USF1,1614.857143
QPRT,102
MCAT,365.3333333
CELSR2,719.8333333
KRTAP10-1,227.75
CLCF1,89.5
RNLS,1467
MIEF2,471
OSER1,204.5
GMDS,90.5
SMARCC2,1239.333333
CUL5,976
YY1AP1,263.875
SMAD1,334.25
ANKMY2,1894.333333
METTL14,2882
SPATA3,4759
RMDN3,422.75
DLK1,667.5
ROCK2,1840.1
GLI3,577.0833333
TREML1,71
LCOR,2095
PLXNA2,741.75
AGAP1,2080
MCM3AP,1135
CDHR2,1333.875
AP2M1,345
ME3,1607.428571
MED17,1802
KRTAP10-6,181
ADCY4,1292.714286
CLIC6,2434.4
NDUFB6,2156.333333
PPIL3,63
KCNA7,558
PDYN,530.3333333
ERCC8,819.5
RCAN2,1346.6
MMP7,2813
LGALSL,800
MTHFD2L,82
RIMKLB,101
PRKAB1,2251.5
HSPB7,342
LRRC28,1660
TRPM2,351.4117647
COL6A2,745.1666667
GNL1,116
VWA5B2,305
TCF25,994.4
RBM4,1231.833333
SERPINB11,1030.285714
FOXRED1,1170.428571
JMJD7,507
CHD3,1360.777778
SNRPB2,4759
ENO3,1199.25
ACRV1,1878.5
STRC,1292.25
ACTN4,331.7692308
URB2,756.2
TDGF1,1178
PTPRH,877.4
HUWE1,785.3513514
HINT3,289
CACNG2,1755
GTF2A1,487
CD63,2612.75
RPL14,1074
SIM2,2391.5
FOXO1,5297
MXD1,550
PAFAH1B1,198.3333333
SCARB2,1377.272727
FHL1,831.2857143
PRTN3,67
USP4,3113.25
PPARA,2563.25
SCN11A,632.3333333
MEGF10,1716.833333
SART1,1247.5
LRFN2,1453
WDFY4,736.6551724
HK1,937.9
RCL1,123
CNIH3,544.75
DLL3,3253.75
PLIN5,4759
